구분,제작국(수정),제목,등급,주제,선정성,폭력성,공포,약물,대사.지속성등.,모방위협
국외영화,일본,헬터스켈터,청소년관람불가,4,4,4,4,4,4,4
국외영화,기타,꼬마영웅경찰차프로디,전체관람가,1,1,1,1,1,1,1
국외영화,미국,더팩토리,청소년관람불가,4,4,4,4,4,4,4
국외영화,기타,사랑에빠진것처럼,15세이상관람가,3,3,2,2,2,3,3
국외영화,미국,오블리비언,15세이상관람가,2,3,3,2,2,2,1
국외영화,프랑스,홀리모터스,청소년관람불가,4,4,4,4,3,3,3
국외영화,미국,호스트,15세이상관람가,2,3,3,3,1,3,3
국외영화,미국,정사:두여자와의로맨스,청소년관람불가,4,4,2,1,4,4,4
국외영화,기타,토스카,전체관람가,1,1,1,1,1,1,1
국외영화,미국,더데이,청소년관람불가,4,3,4,4,1,3,4
국외영화,일본,타나토스,15세이상관람가,3,1,3,3,3,3,3
국외영화,영국,송포유,12세이상관람가,1,1,1,1,2,2,1
국외영화,미국,마데아:증인보호프로그램,15세이상관람가,2,3,2,2,2,3,2
국외영화,미국,크로스라인,15세이상관람가,3,2,3,2,2,3,2
국외영화,일본,걸즈라이프,청소년관람불가,4,4,2,1,4,4,4
국외영화,일본,게이샤의순정상실,청소년관람불가,4,4,4,3,4,4,4
국외영화,일본,미히로의19금강좌,청소년관람불가,4,4,1,1,1,4,4
국외영화,기타,바바라,15세이상관람가,3,3,3,3,2,3,2
국외영화,기타,방콕아드레날린,청소년관람불가,4,4,4,4,4,4,4
국외영화,미국,세븐빌로우,청소년관람불가,3,4,4,4,3,3,4
국외영화,기타,테이크다운,15세이상관람가,3,1,3,3,2,3,3
국외영화,프랑스,러스트앤본,청소년관람불가,3,4,4,4,2,4,3
국외영화,미국,도너패스,청소년관람불가,4,4,4,4,3,4,4
국외영화,미국,웜바디스,15세이상관람가,2,2,3,3,2,2,2
국외영화,일본,부인의끝없는욕망,청소년관람불가,4,4,4,4,3,4,4
국외영화,일본,새댁의응큼한외출,청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,시크릿닌자,청소년관람불가,3,4,4,3,2,3,4
국외영화,일본,호색부인의유혹,청소년관람불가,4,4,4,4,3,4,4
국외영화,미국,메인스트리트,12세이상관람가,2,2,2,2,2,2,2
국외영화,미국,모노거미,청소년관람불가,4,4,3,3,3,4,4
국외영화,기타,파리5구의여인,15세이상관람가,3,3,3,3,2,3,3
국외영화,미국,지.아이.조 2,15세이상관람가,3,2,3,3,2,2,3
국외영화,미국,지.아이.조 2 3D,15세이상관람가,3,2,3,3,2,2,3
국외영화,기타,돌핀:꿈꾸는다니엘의용감한모험,전체관람가,1,1,1,1,1,1,1
국외영화,기타,대상해,청소년관람불가,3,3,4,4,2,3,4
국외영화,미국,유다의사자:부활절대모험,전체관람가,1,1,1,1,1,1,1
국외영화,미국,컬러드걸스,청소년관람불가,4,4,4,4,3,4,4
국외영화,기타,로마위드러브,청소년관람불가,4,4,2,2,2,4,4
국외영화,미국,슈가박스,청소년관람불가,4,4,4,4,3,4,4
국외영화,일본,신혼부부러브다이어리3-트리플러브,청소년관람불가,4,4,2,1,2,4,4
국외영화,일본,신혼부부러브다이어리4-러브포에버,청소년관람불가,4,4,2,1,2,4,4
국외영화,미국,골디락스와세마리곰,전체관람가,1,1,1,1,1,1,1
국외영화,미국,모스크바히트,청소년관람불가,3,2,4,3,2,2,3
국외영화,일본,귀파는여자,청소년관람불가,4,4,1,2,2,3,4
국외영화,기타,글래디에이터:로마영웅탄생의비밀3D(더빙판),전체관람가,1,1,1,1,1,1,1
국외영화,기타,차이니즈조디악3D,12세이상관람가,2,1,2,2,1,2,2
국외영화,기타,해적:말라카해안의위협,청소년관람불가,3,1,4,3,2,3,4
국외영화,기타,글래디에이터:로마영웅탄생의비밀,전체관람가,1,1,1,1,1,1,1
국외영화,기타,사샤,15세이상관람가,3,3,3,3,2,3,3
국외영화,일본,후세-말하지못한내사랑,15세이상관람가,2,3,3,3,2,3,3
국외영화,미국,글렌플라잉로봇,15세이상관람가,3,2,3,3,3,3,3
국외영화,기타,데스워리어,청소년관람불가,4,4,4,4,4,3,4
국외영화,미국,메스카다,15세이상관람가,3,3,3,3,2,3,3
국외영화,일본,가족의나라,12세이상관람가,2,2,1,1,2,2,2
국외영화,미국,잭더자이언트킬러2D,12세이상관람가,2,1,2,2,1,2,2
국외영화,기타,스큐,청소년관람불가,3,3,4,4,3,3,3
국외영화,기타,하이힐을신은여자는위험하다,15세이상관람가,3,3,1,1,1,3,2
국외영화,일본,욕망의코스프레,청소년관람불가,4,4,2,1,1,4,4
국외영화,일본,연애희곡,12세이상관람가,2,1,1,1,2,2,2
국외영화,프랑스,웃는남자,15세이상관람가,2,3,2,2,2,3,2
국외영화,일본,원피스극장판제트,전체관람가,1,1,1,1,1,1,1
국외영화,미국,오즈그레이트앤드파워풀,전체관람가,1,1,1,1,1,1,1
국외영화,미국,오즈그레이트앤드파워풀3D,전체관람가,1,1,1,1,1,1,1
국외영화,기타,레이디사무라이2,청소년관람불가,4,4,3,2,2,4,4
국외영화,미국,링컨,12세이상관람가,2,1,2,2,2,2,1
국외영화,일본,오란고교 호스트부,12세이상관람가,2,1,2,2,1,2,2
국외영화,프랑스,쉐프,전체관람가,1,1,1,1,1,1,1
국외영화,일본,레이디사무라이,청소년관람불가,3,4,3,2,4,4,3
국외영화,미국,포에버스트롱,15세이상관람가,3,2,3,3,3,3,3
국외영화,기타,플라이페이퍼,청소년관람불가,4,2,4,3,2,3,4
국외영화,미국,알렉스크로스,청소년관람불가,4,3,4,4,4,3,4
국외영화,미국,잭더자이언트킬러3D,12세이상관람가,2,1,2,2,1,2,2
국외영화,미국,스토커,청소년관람불가,4,4,4,4,2,4,4
국외영화,일본,설녀,청소년관람불가,4,4,1,2,1,4,4
국외영화,기타,초한지:영웅의부활,15세이상관람가,2,3,3,3,1,2,3
국외영화,일본,극장판타이거&amp;버니,전체관람가,1,1,1,1,1,1,1
국외영화,미국,매니악,청소년관람불가,4,4,4,4,4,4,4
국외영화,영국,아웃포스트:블랙선,15세이상관람가,3,1,3,3,3,3,3
국외영화,기타,터치오브라이트,전체관람가,1,1,1,1,1,1,1
국외영화,미국,호프스프링즈,청소년관람불가,4,3,1,1,2,3,3
국외영화,프랑스,두미러브,청소년관람불가,4,4,3,2,3,4,4
국외영화,미국,버니,15세이상관람가,3,2,3,3,1,3,3
국외영화,미국,플레이백,청소년관람불가,4,3,4,4,3,4,4
국외영화,기타,디엔드:인류최후의날,15세이상관람가,2,3,3,3,2,3,2
국외영화,기타,라스트스탠드,청소년관람불가,3,2,4,4,2,3,4
국외영화,미국,암스테르담헤비,청소년관람불가,4,4,4,4,4,3,4
국외영화,기타,엘리펀트화이트,청소년관람불가,4,4,4,3,4,3,4
국외영화,일본,페어리테일:봉황의무녀,전체관람가,1,1,1,1,1,1,1
국외영화,기타,스카이포스,전체관람가,1,1,1,1,1,1,1
국외영화,미국,사랑의묘약,전체관람가,1,1,1,1,1,1,1
국외영화,기타,조조-황제의반란감독판,청소년관람불가,3,3,4,3,1,2,3
국외영화,기타,안나볼레나,전체관람가,1,1,1,1,1,1,1
국외영화,미국,루비스팍스,15세이상관람가,3,3,2,2,3,3,3
국외영화,프랑스,비러브드,청소년관람불가,4,4,2,2,3,4,4
국외영화,미국,테라노바,청소년관람불가,4,3,4,4,2,4,4
국외영화,기타,빌리와용감한녀석들2,전체관람가,1,1,1,1,1,1,1
국외영화,기타,빌리와용감한녀석들2(3D),전체관람가,1,1,1,1,1,1,1
국외영화,기타,절색무기:네이키드솔져,청소년관람불가,4,3,4,4,3,3,4
국외영화,미국,블러드스프링,청소년관람불가,4,4,4,4,2,3,4
국외영화,미국,디테일스,청소년관람불가,4,4,4,4,4,4,4
국외영화,미국,스카이포스 3D,전체관람가,1,1,1,1,1,1,1
국외영화,미국,헨젤과그레텔:마녀사냥꾼,청소년관람불가,3,3,4,4,1,3,3
국외영화,미국,헨젤과그레텔:마녀사냥꾼(3D),청소년관람불가,3,3,4,4,1,3,3
국외영화,미국,다이하드:굿데이투다이,15세이상관람가,3,2,3,3,2,3,3
국외영화,미국,비스트,12세이상관람가,2,2,2,2,2,2,2
국외영화,기타,더자이언트,전체관람가,1,1,1,1,1,1,1
국외영화,일본,더블불륜,청소년관람불가,4,4,1,1,2,4,4
국외영화,일본,러브레터,전체관람가,1,1,1,1,1,1,1
국외영화,일본,엘과엠의러브스토리-엘스토리,15세이상관람가,3,2,1,1,2,3,3
국외영화,일본,엘과엠의러브스토리-엠스토리,청소년관람불가,4,3,2,1,2,3,4
국외영화,기타,영웅-샐러멘더의비밀,15세이상관람가,3,2,3,3,3,3,3
국외영화,기타,눈의여왕,전체관람가,1,1,1,1,1,1,1
국외영화,일본,처녀상실,청소년관람불가,4,4,3,3,2,4,4
국외영화,미국,제로다크서티,15세이상관람가,3,1,3,3,2,3,3
국외영화,영국,섀도우댄서,15세이상관람가,3,2,3,3,2,3,3
국외영화,일본,아이언걸,청소년관람불가,3,4,4,3,1,4,3
국외영화,기타,어둠속의빛,청소년관람불가,3,4,4,4,2,3,4
국외영화,미국,인비저블사인,15세이상관람가,2,2,3,2,1,3,2
국외영화,프랑스,드림팀,12세이상관람가,2,2,2,1,2,2,2
국외영화,기타,세븐데이즈,청소년관람불가,4,4,4,4,4,4,4
국외영화,기타,해양경찰마르코,전체관람가,1,1,1,1,1,1,1
국외영화,일본,재회,청소년관람불가,4,4,1,1,2,3,4
국외영화,일본,하나츠미 - 그녀의꽃망울,청소년관람불가,4,4,3,3,3,4,4
국외영화,기타,눈의여왕 3D,전체관람가,1,1,1,1,1,1,1
국외영화,영국,시크릿다이어리:런던은사랑중,청소년관람불가,4,4,1,1,2,4,4
국외영화,기타,대마술사,15세이상관람가,3,3,3,3,2,3,3
국외영화,일본,소노코의유혹정사,청소년관람불가,4,4,2,1,2,3,4
국외영화,미국,아메리카파이:19금여배우들,청소년관람불가,4,4,2,1,4,4,4
국외영화,기타,차이니즈조디악,12세이상관람가,2,1,2,2,1,2,2
국외영화,일본,타에의미망인정사,청소년관람불가,4,4,1,1,2,4,4
국외영화,미국,몬스터주식회사3D,전체관람가,1,1,1,1,1,1,1
국외영화,미국,태양의서커스:신비의세계,전체관람가,1,1,1,1,1,1,1
국외영화,기타,크루세이드:타임머신,12세이상관람가,1,1,2,2,1,2,2
국외영화,미국,다크니스,청소년관람불가,4,4,4,4,4,4,4
국외영화,미국,장고:분노의추적자,청소년관람불가,4,4,4,4,2,4,1
국외영화,기타,타인의삶,15세이상관람가,3,3,3,3,2,3,3
국외영화,프랑스,파리의자살가게,15세이상관람가,3,3,3,3,3,3,3
국외영화,기타,여친남친,청소년관람불가,4,4,2,2,2,3,4
국외영화,미국,파이어위드파이어,청소년관람불가,3,2,4,4,2,3,4
국외영화,미국,문라이즈킹덤,15세이상관람가,3,3,3,2,3,3,3
국외영화,일본,부도리의꿈,전체관람가,1,1,1,1,1,1,1
국외영화,기타,해결사,청소년관람불가,4,2,4,3,3,3,4
국외영화,일본,위대한밀로크로제,청소년관람불가,4,4,4,4,3,4,4
국외영화,기타,남자대여자:섹스가문제다,청소년관람불가,4,4,3,2,3,4,4
국외영화,기타,파이스토리:악당상어소탕작전3D,전체관람가,1,1,1,1,1,1,1
국외영화,기타,더헌트,15세이상관람가,3,3,3,3,2,3,3
국외영화,미국,세크레이드,청소년관람불가,4,2,4,4,2,3,3
국외영화,기타,수호지바람의영웅-금모견,15세이상관람가,2,2,3,2,1,2,3
국외영화,기타,수호지태극영웅-소이광,15세이상관람가,2,2,3,3,2,2,3
국외영화,미국,콜롬버스서클,15세이상관람가,3,1,3,3,2,3,3
국외영화,기타,수호지가면영웅-귀두,청소년관람불가,3,1,4,3,2,3,3
국내영화,한국,여배우공작단무삭제판,청소년관람불가,4,4,3,1,3,4,4
국내영화,한국,두아내-무삭제감독판,청소년관람불가,4,4,3,2,3,4,4
국내영화,한국,나는야한여자가좋다2,청소년관람불가,4,4,3,1,3,4,4
국내영화,한국,설계,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,슬로우비디오,12세이상관람가,2,2,2,1,2,2,2
국내영화,한국,레드카펫,15세이상관람가,3,3,2,1,2,3,2
국내영화,한국,하늘의황금마차,12세이상관람가,2,1,1,1,1,2,1
국내영화,한국,패션왕,15세이상관람가,2,2,3,2,2,3,3
국내영화,한국,봄,청소년관람불가,4,4,4,3,3,3,3
국내영화,한국,제보자,12세이상관람가,2,1,1,1,2,2,2
국내영화,한국,미라클여행기,전체관람가,1,1,1,1,1,1,1
국내영화,한국,메피스토,전체관람가,1,1,1,1,1,1,1
국내영화,한국,욕망의독:중독,청소년관람불가,4,4,4,4,3,4,4
국내영화,한국,옹녀뎐,청소년관람불가,4,4,4,1,2,4,1
국내영화,한국,지옥화,청소년관람불가,4,4,4,4,3,4,4
국내영화,한국,오늘뭐해?,12세이상관람가,2,2,2,1,2,2,2
국내영화,한국,쿼바디스,12세이상관람가,2,2,2,1,1,2,1
국내영화,한국,무서운집,12세이상관람가,2,1,2,2,1,1,2
국내영화,한국,타짜-신의손,청소년관람불가,4,4,4,3,3,4,4
국내영화,한국,두근두근내인생,12세이상관람가,2,2,2,1,2,2,2
국내영화,한국,야누스:욕망의두얼굴,청소년관람불가,4,4,4,1,3,4,4
국내영화,한국,바리새인,청소년관람불가,4,4,4,3,3,3,4
국내영화,한국,예술의전당11시콘서트,전체관람가,1,1,1,1,1,1,1
국내영화,한국,관계,청소년관람불가,4,4,3,3,3,4,4
국내영화,한국,짓:무삭제감독판,청소년관람불가,4,4,4,3,4,4,4
국내영화,한국,막걸스,15세이상관람가,3,1,3,2,3,3,3
국내영화,한국,야간비행,청소년관람불가,3,4,4,3,3,4,4
국내영화,한국,소리굽쇠,15세이상관람가,3,1,3,2,2,2,2
국내영화,한국,터널3D,15세이상관람가,3,3,3,3,2,3,3
국내영화,한국,터널3D(3D),15세이상관람가,3,3,3,3,2,3,3
국내영화,한국,곤충왕국3D(3D),전체관람가,1,1,1,1,1,1,1
국내영화,한국,곤충왕국3D(2D),전체관람가,1,1,1,1,1,1,1
국내영화,한국,가자장미여관으로2(갈증)-무삭제감독판,청소년관람불가,4,4,1,1,3,4,4
국내영화,한국,바세코의아이들,전체관람가,1,1,1,1,1,1,1
국내영화,한국,밀애,청소년관람불가,4,4,1,1,3,4,4
국내영화,한국,떡,청소년관람불가,4,4,1,1,2,4,4
국내영화,한국,족구왕,15세이상관람가,2,2,2,1,2,3,2
국내영화,한국,왓니껴,12세이상관람가,2,1,2,1,2,2,2
국내영화,한국,마녀,청소년관람불가,4,2,4,4,2,3,4
국내영화,한국,숫호구,청소년관람불가,3,4,2,1,3,4,4
국내영화,한국,보리의은밀한사생활,청소년관람불가,4,4,1,1,1,4,4
국내영화,한국,뛰뛰빵빵구조대미션둥둥이를구하라,전체관람가,1,1,1,1,1,1,1
국내영화,한국,그사람추기경,전체관람가,1,1,1,1,1,1,1
국내영화,한국,해무,청소년관람불가,3,3,4,3,3,3,3
국내영화,한국,18:우리들의성장느와르,청소년관람불가,3,3,4,3,4,4,4
국내영화,한국,원죄적정사2014,청소년관람불가,4,4,4,3,4,4,4
국내영화,한국,명량,15세이상관람가,2,1,3,3,2,2,2
국내영화,한국,해적:바다로간산적,12세이상관람가,2,2,2,2,2,2,1
국내영화,한국,푸른향기,15세이상관람가,3,1,1,1,2,1,1
국내영화,한국,거짓말..돌이킬수없는,15세이상관람가,3,1,1,3,1,3,1
국내영화,한국,열애,청소년관람불가,4,4,3,1,3,4,4
국내영화,한국,나는야한여자가좋다,청소년관람불가,4,4,2,1,2,4,4
국내영화,한국,너를굉장히아끼는유흔,12세이상관람가,2,1,2,1,1,2,1
국내영화,한국,청,청소년관람불가,4,1,4,1,2,1,4
국내영화,한국,품,청소년관람불가,4,3,1,1,1,3,2
국내영화,한국,형제들,청소년관람불가,4,1,3,3,2,4,4
국내영화,한국,착한아들,청소년관람불가,4,1,4,4,1,1,4
국내영화,한국,야행,15세이상관람가,3,3,2,2,2,3,3
국내영화,한국,수지프로젝트,15세이상관람가,3,1,3,2,1,2,3
국내영화,한국,파트너,15세이상관람가,3,1,3,1,1,1,3
국내영화,한국,사랑한다면이들처럼,청소년관람불가,4,2,1,1,1,1,4
국내영화,한국,이부장러쉬!,12세이상관람가,2,2,1,1,2,1,1
국내영화,한국,중독애,청소년관람불가,4,4,4,1,3,3,4
국내영화,한국,우리가족,전체관람가,1,1,1,1,1,1,1
국내영화,한국,피해자들,청소년관람불가,4,4,4,4,3,4,4
국내영화,한국,산타바바라,15세이상관람가,3,2,1,1,3,2,2
국내영화,한국,블랙아이돌스(감독판),청소년관람불가,3,4,4,3,4,4,4
국내영화,한국,원나잇온리,청소년관람불가,4,4,2,1,3,4,3
국내영화,한국,군도:민란의시대,15세이상관람가,3,2,3,3,2,3,3
국내영화,한국,레쓰링,청소년관람불가,4,4,2,1,3,4,4
국내영화,한국,프랑스인김명실,전체관람가,1,1,1,1,1,1,1
국내영화,한국,여배우공작단,청소년관람불가,4,4,3,3,3,4,4
국내영화,한국,60만번의트라이,12세이상관람가,2,1,2,1,1,1,1
국내영화,한국,"자,이제댄스타임",15세이상관람가,3,3,1,2,2,3,1
국내영화,한국,"메밀꽃,운수좋은날,그리고봄봄",전체관람가,1,1,1,1,1,1,1
국내영화,한국,이것이우리의끝이다,청소년관람불가,3,3,3,2,3,4,4
국내영화,한국,그댄나의뱀파이어,15세이상관람가,3,2,2,1,2,3,2
국내영화,한국,소녀괴담,15세이상관람가,3,1,3,3,1,3,3
국내영화,한국,파군재가는길,전체관람가,1,1,1,1,1,1,1
국내영화,한국,좋은친구들,청소년관람불가,4,3,4,3,3,4,4
국내영화,한국,그참을수없는맛,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,우는남자,청소년관람불가,4,3,4,4,3,4,4
국내영화,한국,블랙딜,12세이상관람가,2,1,1,1,1,1,2
국내영화,한국,귀접,청소년관람불가,4,4,4,4,2,4,4
국내영화,한국,픽업아티스트,청소년관람불가,4,4,2,1,3,4,4
국내영화,한국,호두까기인형(자막판),전체관람가,1,1,1,1,1,1,1
국내영화,한국,레디액션!폭력영화,청소년관람불가,4,3,4,4,4,4,4
국내영화,한국,논픽션다이어리,15세이상관람가,3,1,3,3,1,3,3
국내영화,한국,하이힐(디렉터스컷),청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,다르마:어머니를위한기도,전체관람가,1,1,1,1,1,1,1
국내영화,한국,천국의셋방(무삭제),청소년관람불가,4,4,3,2,3,4,4
국내영화,한국,매력적인가정부의은밀한손터치,청소년관람불가,4,4,4,3,1,4,4
국내영화,한국,인생은새옹지마,15세이상관람가,3,2,2,1,2,3,3
국내영화,한국,여자만화구두,15세이상관람가,2,3,2,1,2,2,1
국내영화,한국,경주,15세이상관람가,3,2,1,1,3,3,2
국내영화,한국,황제를위하여,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,신의한수,청소년관람불가,3,2,4,3,3,3,4
국내영화,한국,한민족그리고조선족,전체관람가,1,1,1,1,1,1,1
국내영화,한국,하이힐,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,그녀의뜨거운욕망,청소년관람불가,4,4,4,1,4,4,4
국내영화,한국,섹스게임,청소년관람불가,4,4,1,1,2,4,4
국내영화,한국,모텔파라다이스에서생긴일,청소년관람불가,4,4,2,1,1,4,4
국내영화,한국,일대일나는누구인가,청소년관람불가,4,4,4,4,3,4,4
국내영화,한국,배꼽과무릎사이,청소년관람불가,4,4,3,1,2,4,4
국내영화,한국,로사,청소년관람불가,4,4,4,3,4,3,4
국내영화,한국,미국인친구,청소년관람불가,4,4,1,1,2,3,1
국내영화,한국,청춘학당:무삭제판,청소년관람불가,4,4,3,1,3,4,4
국내영화,한국,신촌좀비만화(3D),청소년관람불가,3,3,4,4,3,3,4
국내영화,한국,신촌좀비만화,청소년관람불가,3,3,4,4,3,3,4
국내영화,한국,내비게이션,청소년관람불가,3,1,4,4,3,4,4
국내영화,한국,숙희,청소년관람불가,4,4,3,1,3,4,4
국내영화,한국,인간중독,청소년관람불가,4,4,3,3,3,3,4
국내영화,한국,일대일,청소년관람불가,4,4,4,4,3,4,4
국내영화,한국,자유의언덕,청소년관람불가,4,3,1,1,3,3,3
국내영화,한국,우리는썰매를탄다,전체관람가,1,1,1,1,1,1,1
국내영화,한국,표적,15세이상관람가,3,1,3,3,2,3,3
국내영화,한국,아웃사이더,청소년관람불가,3,4,3,3,2,3,4
국내영화,한국,도희야,청소년관람불가,3,3,4,3,4,4,4
국내영화,한국,끝까지간다,15세이상관람가,3,1,3,3,3,3,3
국내영화,한국,언원티드,청소년관람불가,3,3,4,4,2,3,4
국내영화,한국,젊은엄마2,청소년관람불가,4,4,4,3,2,4,4
국내영화,한국,순천,전체관람가,1,1,1,1,1,1,1
국내영화,한국,슬기로운해법,12세이상관람가,2,1,2,1,2,2,1
국내영화,한국,셔틀콕,15세이상관람가,2,2,2,1,3,3,3
국내영화,한국,신의선물,청소년관람불가,3,4,4,3,2,3,4
국내영화,한국,스톤,15세이상관람가,3,1,3,3,3,3,3
국내영화,한국,"의궤,8일간의축제3D",전체관람가,1,1,1,1,1,1,1
국내영화,한국,10분,12세이상관람가,2,2,2,1,2,2,1
국내영화,한국,역린,15세이상관람가,3,2,3,3,2,3,2
국내영화,한국,녀녀녀,청소년관람불가,4,4,3,1,2,4,4
국내영화,한국,변신싸움소바우,전체관람가,1,1,1,1,1,1,1
국내영화,한국,아버지의이메일,12세이상관람가,2,1,2,1,2,2,1
국내영화,한국,러브멘토,청소년관람불가,4,4,2,1,2,4,4
국내영화,한국,가자장미여관으로2(갈증),청소년관람불가,4,4,1,1,3,4,4
국내영화,한국,메이크유어무브,12세이상관람가,2,2,2,2,2,2,1
국내영화,한국,방황하는칼날,청소년관람불가,4,3,4,4,3,4,4
국내영화,한국,타인의멜로디,15세이상관람가,3,3,3,2,3,3,3
국내영화,한국,한공주,청소년관람불가,3,4,4,3,3,3,4
국내영화,한국,가시,청소년관람불가,4,4,4,4,3,4,4
국내영화,한국,스퀴시랜드,전체관람가,1,1,1,1,1,1,1
국내영화,한국,고스트메신저,12세이상관람가,2,2,2,2,1,2,1
국내영화,한국,청춘학당풍기문란보쌈야사,청소년관람불가,4,4,3,1,3,4,4
국내영화,한국,"금지된섹스,불륜무삭제감독판",청소년관람불가,4,4,1,1,2,4,4
국내영화,한국,호두까기인형,전체관람가,1,1,1,1,1,1,1
국내영화,한국,"씨,베토벤",15세이상관람가,3,3,1,1,2,3,3
국내영화,한국,탱고,청소년관람불가,4,4,4,3,4,4,4
국내영화,한국,고진감래,전체관람가,1,1,1,1,1,1,1
국내영화,한국,고스톱살인,15세이상관람가,3,2,3,3,3,3,3
국내영화,한국,거미의땅,15세이상관람가,3,2,2,2,2,3,3
국내영화,한국,은밀하게음란하게,청소년관람불가,4,4,1,1,3,4,4
국내영화,한국,불륜의맛,청소년관람불가,4,4,1,1,2,4,4
국내영화,한국,나가요미스콜,청소년관람불가,4,4,1,2,4,4,4
국내영화,한국,맛(무삭제판),청소년관람불가,4,4,2,1,2,4,4
국내영화,한국,레바논감정,청소년관람불가,4,4,4,4,2,3,4
국내영화,한국,마이보이,12세이상관람가,2,1,2,2,2,2,2
국내영화,한국,만신,15세이상관람가,3,2,2,3,2,3,3
국내영화,한국,별주부(BYUL JU BU),12세이상관람가,1,1,2,1,1,1,1
국내영화,한국,춘정(CHUNJUNG),12세이상관람가,2,1,1,1,1,2,2
국내영화,한국,스케치,청소년관람불가,3,4,3,1,3,3,3
국내영화,한국,시선,12세이상관람가,2,1,2,2,1,1,1
국내영화,한국,탐욕의제국,12세이상관람가,2,1,2,1,1,2,1
국내영화,한국,미스터컴퍼니,12세이상관람가,2,1,1,1,2,2,1
국내영화,한국,두아내,청소년관람불가,4,4,3,1,3,4,4
국내영화,한국,"1789,바스티유의연인들",전체관람가,1,1,1,1,1,1,1
국내영화,한국,마포에서서강까지(A RACE),전체관람가,1,1,1,1,1,1,1
국내영화,한국,허창열씨오구굿(OGU-GUT FOR MR. HEO),전체관람가,1,1,1,1,1,1,1
국내영화,기타,무명인,15세이상관람가,3,1,3,3,3,2,3
국내영화,한국,우아한거짓말,12세이상관람가,2,1,2,2,1,2,2
국내영화,한국,폴라로이드,전체관람가,1,1,1,1,1,1,1
국내영화,한국,닥터감독판,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,밝은미래(MIRAE),전체관람가,1,1,1,1,1,1,1
국내영화,한국,이름들(NAMES),전체관람가,1,1,1,1,1,1,1
국내영화,한국,가자장미여관으로무삭제감독판,청소년관람불가,4,4,4,3,4,4,4
국내영화,한국,리턴매치,전체관람가,1,1,1,1,1,1,1
국내영화,한국,악녀의시,15세이상관람가,3,3,3,3,2,3,3
국내영화,한국,들개,청소년관람불가,3,1,4,3,2,3,4
국내영화,한국,보호자,15세이상관람가,3,1,3,3,2,3,3
국내영화,한국,이쁜것들이되어라,15세이상관람가,2,3,2,1,2,3,2
국내영화,한국,디셈버,15세이상관람가,3,3,1,1,1,3,3
국내영화,한국,또하나의약속,12세이상관람가,2,1,2,1,2,2,1
국내영화,한국,화려한외출(감독판),청소년관람불가,4,4,1,1,3,4,4
국내영화,한국,화창한그날들,청소년관람불가,4,4,4,4,3,4,4
국내영화,한국,여배우는너무해,청소년관람불가,4,4,3,2,4,4,4
국내영화,한국,맛,청소년관람불가,4,4,2,1,2,4,4
국내영화,한국,찌라시:위험한소문,15세이상관람가,3,3,3,2,2,3,3
국내영화,한국,신이보낸사람,15세이상관람가,3,1,3,3,3,3,3
국내영화,한국,별일아니다,15세이상관람가,3,3,1,1,2,3,3
국내영화,한국,관능의법칙,청소년관람불가,4,4,2,1,3,3,4
국외영화,기타,히든페이스,청소년관람불가,4,4,2,2,2,3,3
국내영화,한국,우리별일호와얼룩소,전체관람가,1,1,1,1,1,1,1
국내영화,한국,몬스터,청소년관람불가,3,2,4,4,3,3,4
국내영화,한국,넛잡:땅콩도둑들(2D),전체관람가,1,1,1,1,1,1,1
국내영화,한국,넛잡:땅콩도둑들(3D),전체관람가,1,1,1,1,1,1,1
국내영화,한국,비밀과외,청소년관람불가,4,4,1,1,3,4,4
국내영화,한국,전망좋은하우스-맛있는섹스,청소년관람불가,4,4,2,1,3,4,4
국내영화,한국,친구사이?,15세이상관람가,3,3,1,1,2,2,3
국내영화,한국,남자가사랑할때,15세이상관람가,3,3,3,3,3,3,3
국내영화,한국,수상한그녀,15세이상관람가,2,1,2,2,2,3,2
국외영화,일본,러브호텔,청소년관람불가,4,4,4,3,2,4,4
국외영화,미국,킬유어달링,청소년관람불가,4,4,4,2,4,4,4
국외영화,미국,살인병기,청소년관람불가,4,4,4,2,4,4,4
국외영화,미국,아틀란틱림,12세이상관람가,2,1,2,2,2,2,1
국외영화,프랑스,파멜라로즈살인사건,15세이상관람가,2,3,3,2,3,3,3
국외영화,미국,보이드갱,15세이상관람가,3,3,3,2,3,3,3
국외영화,기타,자뻑지존절대순수똘끼충만고딩감독,청소년관람불가,3,2,3,1,2,4,3
국외영화,일본,신선조-낭인,15세이상관람가,2,2,3,2,1,2,2
국외영화,기타,소림사-인자무적,15세이상관람가,3,2,3,2,2,2,3
국외영화,미국,파라노이아,15세이상관람가,3,3,2,2,2,3,3
국외영화,기타,닌자거북이:어메이징뮤턴트,전체관람가,1,1,1,1,1,1,1
국외영화,미국,스킨워커랜치,청소년관람불가,3,1,2,4,1,2,3
국외영화,기타,유혹,청소년관람불가,4,4,4,2,3,3,4
국외영화,기타,이지메-여고생의혼잣말,청소년관람불가,4,4,4,4,4,4,4
