구분,제작국(수정),제목,등급,주제,선정성,폭력성,공포,약물,대사.지속성등.,모방위협
국내영화,한국,할매,15세이상관람가,2,1,2,1,2,3,2
국내영화,한국,할매시멘트정원(GRANDMA CEMENT GARDEN),15세이상관람가,2,1,2,1,2,3,2
국내영화,한국,러브씬,청소년관람불가,3,4,2,2,3,4,3
국내영화,한국,아티스트봉만대,청소년관람불가,3,4,3,2,3,4,4
국내영화,한국,뫼비우스,청소년관람불가,4,4,4,4,3,3,4
국내영화,한국,가시꽃,청소년관람불가,4,4,4,4,3,4,4
국내영화,한국,허풍,청소년관람불가,4,4,3,4,4,4,4
국내영화,한국,남의소리,15세이상관람가,3,2,3,3,1,3,3
국내영화,한국,스파이,15세이상관람가,2,2,3,3,2,2,2
국내영화,한국,자정5분전,15세이상관람가,3,1,3,3,1,1,3
국내영화,한국,관음-욕망의유희,청소년관람불가,4,4,1,1,1,4,4
국내영화,한국,노랑머리-플라스틱섹스,청소년관람불가,4,4,3,3,3,4,4
국내영화,한국,은밀하게위대하게(확장판),15세이상관람가,3,2,3,3,2,3,3
국내영화,한국,가자장미여관으로,청소년관람불가,4,4,4,3,4,4,4
국내영화,한국,드라이버,15세이상관람가,3,1,3,3,1,3,3
국내영화,한국,녹색의자2013(러브컨셉츄얼리),청소년관람불가,4,4,1,3,3,4,4
국내영화,한국,군사통제구역820지대,청소년관람불가,4,1,4,4,2,3,4
국내영화,한국,그리고싶은것,전체관람가,1,1,1,1,1,1,1
국내영화,한국,신유의키,12세이상관람가,2,1,2,2,2,2,2
국내영화,한국,우리들의헤어진여자친구,청소년관람불가,4,4,3,3,2,4,4
국내영화,한국,숨바꼭질,15세이상관람가,3,2,3,3,2,3,3
국내영화,한국,감기,15세이상관람가,3,2,3,3,2,3,3
국내영화,한국,링,12세이상관람가,2,1,1,1,2,2,1
국내영화,한국,슈퍼피쉬끝없는여정(2D),전체관람가,1,1,1,1,1,1,1
국내영화,한국,슈퍼피쉬끝없는여정(3D),전체관람가,1,1,1,1,1,1,1
국내영화,한국,네버다이버터플라이,15세이상관람가,3,3,3,3,3,3,3
국내영화,한국,우리는그곳에있었다,전체관람가,1,1,1,1,1,1,1
국내영화,한국,젊은엄마,청소년관람불가,4,4,2,1,2,4,4
국내영화,한국,미스터고,12세이상관람가,2,1,2,2,2,2,2
국내영화,한국,미스터고3D,12세이상관람가,2,1,2,2,2,2,2
국내영화,한국,에덴,청소년관람불가,4,4,3,3,2,4,4
국내영화,한국,전망좋은방-맛있는섹스2,청소년관람불가,4,4,1,1,2,4,4
국내영화,한국,더테러라이브,15세이상관람가,3,1,3,3,2,3,3
국내영화,한국,명왕성,15세이상관람가,3,3,3,3,2,3,3
국내영화,한국,거짓말섹스가좋아,청소년관람불가,4,4,1,1,1,4,4
국내영화,한국,결혼의기원,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,경복,15세이상관람가,3,1,1,1,2,3,3
국내영화,한국,설국열차,15세이상관람가,3,2,3,3,3,3,3
국내영화,한국,벌거숭이,청소년관람불가,4,1,4,4,4,3,4
국내영화,한국,꼭두각시,청소년관람불가,4,4,4,4,3,3,4
국내영화,한국,감시자들,15세이상관람가,3,1,3,3,2,3,3
국내영화,한국,"힘내세요,병헌씨",15세이상관람가,3,1,2,1,3,3,3
국내영화,한국,렛미아웃,12세이상관람가,2,2,2,1,2,2,2
국내영화,기타,이별계약5년의기다림,12세이상관람가,2,2,2,2,2,2,1
국내영화,한국,닥터,청소년관람불가,4,4,4,4,4,4,4
국내영화,기타,이별계약,12세이상관람가,2,2,2,2,2,2,2
국내영화,한국,죽지않아,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,BOY STORY,청소년관람불가,3,3,4,3,4,4,4
국내영화,한국,슈퍼쇼4 3D,전체관람가,1,1,1,1,1,1,1
국내영화,한국,앵두야연애하자,15세이상관람가,3,3,2,1,3,3,3
국내영화,한국,맛있는섹스-인연,청소년관람불가,4,4,1,1,2,4,4
국내영화,한국,전망좋은차-맛있는섹스,청소년관람불가,4,4,4,3,2,4,4
국내영화,한국,그녀의연기,15세이상관람가,3,3,2,2,2,3,2
국내영화,한국,우리선희,청소년관람불가,4,4,1,1,4,3,3
국내영화,한국,에바로드(EVAROAD),12세이상관람가,2,1,1,1,2,2,2
국내영화,한국,특수사건전담반TEN2,15세이상관람가,3,2,3,3,1,3,3
국내영화,한국,사랑의가위바위보,12세이상관람가,2,2,1,1,2,2,2
국내영화,한국,홀리,15세이상관람가,3,2,2,2,3,3,3
국내영화,한국,길위에서,전체관람가,1,1,1,1,1,1,1
국내영화,한국,환상속의그대,청소년관람불가,3,4,3,3,2,2,4
국내영화,한국,은밀하게위대하게,15세이상관람가,3,2,3,3,2,3,3
국내영화,한국,뜨거운안녕,12세이상관람가,2,1,2,2,2,2,2
국내영화,한국,무서운이야기2,15세이상관람가,3,3,3,3,3,3,3
국내영화,한국,창녀의성적유희,청소년관람불가,4,4,1,1,1,4,4
국내영화,한국,잠못드는밤,청소년관람불가,4,4,2,1,2,2,4
국내영화,한국,춤추는숲,전체관람가,1,1,1,1,1,1,1
국내영화,한국,고령화가족,15세이상관람가,3,3,3,3,3,3,3
국내영화,한국,베드(감독판),청소년관람불가,4,4,4,3,2,4,4
국내영화,한국,콘돌은날아간다,청소년관람불가,4,4,4,3,2,3,4
국내영화,한국,데드엔드,청소년관람불가,3,2,4,3,3,3,4
국내영화,한국,이티피페스티벌08X09서태지,전체관람가,1,1,1,1,1,1,1
국내영화,한국,자극의세기,청소년관람불가,4,4,4,4,3,4,4
국내영화,한국,더웹툰:예고살인,15세이상관람가,3,1,3,3,2,3,3
국내영화,한국,말로는힘들어,12세이상관람가,2,1,2,2,1,2,2
국내영화,한국,노리개,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,노리개_확장판,청소년관람불가,4,4,4,3,4,3,4
국내영화,한국,철의여인,청소년관람불가,4,4,4,4,1,3,4
국내영화,한국,S로봇이브,청소년관람불가,4,4,2,2,2,4,4
국내영화,한국,전국노래자랑,12세이상관람가,1,1,1,1,2,2,1
국내영화,한국,몽타주,15세이상관람가,3,1,3,3,2,3,3
국내영화,한국,모래,12세이상관람가,2,1,1,1,2,2,1
국내영화,한국,미나문방구,전체관람가,1,1,1,1,1,1,1
국내영화,한국,공정사회,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,런닝맨,15세이상관람가,3,1,3,3,2,3,3
국내영화,한국,모래가흐르는강,전체관람가,1,1,1,1,1,1,1
국내영화,한국,무게,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,전설의주먹,청소년관람불가,3,1,4,4,3,3,4
국내영화,한국,연애의온도;그와그녀,청소년관람불가,3,3,3,2,4,3,4
국내영화,한국,태아,전체관람가,1,1,1,1,1,1,1
국내영화,한국,태아3D,전체관람가,1,1,1,1,1,1,1
국내영화,한국,비념,15세이상관람가,3,1,2,2,1,3,1
국내영화,한국,마지막중독,청소년관람불가,4,4,1,1,1,3,4
국내영화,한국,소명하늘의별,12세이상관람가,1,1,2,2,1,1,1
국내영화,한국,몽정애2-기막힌상상,청소년관람불가,4,4,1,1,2,4,4
국내영화,한국,세여자의맛있는불륜,청소년관람불가,4,4,2,1,3,4,4
국내영화,한국,마스터클래스의산책,15세이상관람가,3,3,2,2,3,3,3
국내영화,한국,왕자가된소녀들,전체관람가,1,1,1,1,1,1,1
국내영화,한국,생생활활,청소년관람불가,4,4,4,3,2,4,4
국내영화,한국,세계일주,12세이상관람가,2,1,2,2,2,2,2
국내영화,한국,오빠가돌아왔다,청소년관람불가,4,3,3,3,2,4,4
국내영화,한국,연애의온도,청소년관람불가,3,3,3,2,4,3,4
국내영화,한국,모크샤 - 나는혹은세상은어떻게작동하는가,15세이상관람가,3,1,3,3,2,3,3
국내영화,한국,작별들,15세이상관람가,3,1,2,3,3,3,3
국내영화,한국,파파로티,15세이상관람가,3,2,3,3,3,3,3
국내영화,한국,미스진은예쁘다,12세이상관람가,2,1,2,2,2,2,2
국내영화,한국,주리,12세이상관람가,1,1,2,2,2,2,2
국내영화,한국,지슬,15세이상관람가,3,3,3,3,3,3,3
국내영화,한국,내고향흥해,전체관람가,1,1,1,1,1,1,1
국내영화,한국,잔혹한하루,청소년관람불가,4,4,4,4,3,4,4
국내영화,한국,누구나제명에죽고싶다,청소년관람불가,4,4,4,4,2,4,4
국내영화,한국,설인,청소년관람불가,4,3,4,4,3,4,4
국내영화,한국,사이코메트리,청소년관람불가,4,1,4,4,2,3,4
국내영화,한국,"1999,면회",15세이상관람가,3,3,2,1,2,3,3
국내영화,한국,뒷담화-감독이미쳤어요,12세이상관람가,2,2,1,1,2,2,2
국내영화,한국,빛을향하여다시,15세이상관람가,3,2,3,2,3,3,3
국내영화,한국,낭만파남편의편지,청소년관람불가,4,4,1,1,1,4,3
국내영화,한국,키스(KISSES),청소년관람불가,3,3,3,3,2,4,4
국내영화,한국,분노의윤리학,청소년관람불가,4,4,4,4,2,4,4
국내영화,한국,불륜의시대,청소년관람불가,4,4,4,2,2,4,4
국내영화,한국,반달곰,15세이상관람가,3,1,3,2,1,3,3
국내영화,한국,신세계,청소년관람불가,4,3,4,4,2,4,4
국내영화,한국,남쪽으로튀어 (SOUTH BOUND),15세이상관람가,3,1,3,2,2,3,3
국내영화,한국,삼총사:용감한친구들,전체관람가,1,1,1,1,1,1,1
국외영화,기타,컨트롤,15세이상관람가,3,2,3,3,2,3,3
국외영화,일본,그녀의팬티스타킹,청소년관람불가,4,4,4,1,2,4,4
국외영화,기타,무간지옥-아웃오브인페르노,12세이상관람가,2,1,2,2,2,1,1
국외영화,일본,미스좀비,15세이상관람가,3,3,3,3,2,2,3
국외영화,미국,오스카그랜트의어떤하루,15세이상관람가,3,2,3,3,3,3,3
국외영화,기타,아들의자리,15세이상관람가,3,3,2,1,3,3,3
국내영화,한국,러브인코리아,12세이상관람가,2,1,1,1,2,2,2
국내영화,한국,베를린 (THE BERLIN FILE),15세이상관람가,3,2,3,3,3,3,3
국내영화,한국,뽀로로극장판슈퍼썰매대모험,전체관람가,1,1,1,1,1,1,1
국내영화,한국,뽀로로극장판슈퍼썰매대모험3D,전체관람가,1,1,1,1,1,1,1
국외영화,기타,폴리스스토리2014,15세이상관람가,2,2,3,3,2,2,3
국외영화,미국,스티븐시걸의CIA,청소년관람불가,4,2,4,3,3,3,4
국외영화,기타,뮤지엄아워스,15세이상관람가,2,3,1,1,2,1,1
국외영화,미국,잭라이언:코드네임쉐도우,12세이상관람가,2,2,2,2,2,2,2
국외영화,프랑스,코드네임더몰,청소년관람불가,3,4,4,3,3,3,3
국외영화,일본,SM작가,청소년관람불가,4,4,4,2,3,4,4
국외영화,영국,퍼스트나이트,청소년관람불가,3,4,2,1,3,4,4
국외영화,미국,하드데이,15세이상관람가,3,1,3,3,3,2,3
국외영화,일본,캡틴하록3D,12세이상관람가,1,2,1,1,1,1,1
국외영화,미국,페인앤게인,청소년관람불가,4,4,4,4,4,4,4
국외영화,미국,더울프오브월스트리트,청소년관람불가,4,4,3,4,4,4,4
국외영화,프랑스,머나먼세상속으로,전체관람가,1,1,1,1,1,1,1
국외영화,일본,3억원에낙찰된여자,청소년관람불가,4,4,4,1,2,4,4
국외영화,일본,불륜섹스,청소년관람불가,4,4,4,1,1,4,4
국외영화,일본,치한버스,청소년관람불가,4,4,4,3,3,4,4
국외영화,기타,피쉬와칩스극장판,전체관람가,1,1,1,1,1,1,1
국외영화,영국,오직사랑하는이들만이살아남는다,15세이상관람가,3,3,3,3,3,2,3
국외영화,미국,무비43,청소년관람불가,3,4,4,3,3,4,4
국외영화,프랑스,베일을쓴소녀,청소년관람불가,3,4,3,3,2,2,3
국외영화,미국,왓치,청소년관람불가,3,4,4,3,3,4,4
국외영화,프랑스,쇼킹잡-원스어폰어포르노,청소년관람불가,4,4,1,1,2,4,4
국외영화,기타,도노반스에코,12세이상관람가,2,1,2,2,2,1,1
국외영화,미국,올드보이,청소년관람불가,4,4,4,4,3,4,4
국외영화,일본,나오코의신혼생활백서,청소년관람불가,4,4,4,3,2,3,4
국외영화,일본,유부녀의상상간음,청소년관람불가,4,4,1,1,2,4,4
국외영화,미국,트러블메이커,청소년관람불가,4,4,4,4,4,4,4
국외영화,미국,건,청소년관람불가,3,4,4,4,3,3,4
국외영화,미국,발칙한러브스캔들,15세이상관람가,3,3,2,1,3,3,2
국외영화,일본,반딧불이의묘,12세이상관람가,1,1,2,2,1,1,2
국외영화,일본,극장판명탐정코난:탐정들의진혼가,12세이상관람가,1,1,2,2,1,2,2
국외영화,기타,시절인연,12세이상관람가,2,2,1,1,2,2,2
국외영화,미국,완전범죄프로젝트,청소년관람불가,4,4,4,4,4,4,4
국외영화,일본,재팬아나운서나나세,청소년관람불가,4,4,4,1,2,4,4
국외영화,미국,세이빙미스터뱅크스,12세이상관람가,2,1,2,2,2,1,1
국외영화,미국,에비던스,청소년관람불가,4,1,4,4,1,3,4
국외영화,기타,클로즈드시즌:욕망의계절,청소년관람불가,4,4,3,3,3,3,4
국외영화,미국,최민수의어쌔씬코드,청소년관람불가,3,3,4,3,4,3,4
국외영화,일본,진구세주전설북두의권토키전,15세이상관람가,2,1,3,3,1,2,2
국외영화,기타,리얼리티:꿈의미로,15세이상관람가,2,3,1,1,2,1,3
국외영화,미국,인사이드르윈,15세이상관람가,3,3,2,1,2,3,3
국외영화,미국,노바디웍스,청소년관람불가,4,4,2,1,4,4,4
국외영화,일본,충격!번개스와핑,청소년관람불가,4,4,1,1,2,4,4
국외영화,일본,아로마마사지의유혹,청소년관람불가,4,4,1,1,2,4,4
국외영화,미국,투러버스,청소년관람불가,4,4,1,2,3,3,3
국외영화,기타,굿모닝하트에이크,청소년관람불가,4,4,3,2,3,4,4
국외영화,미국,아폴로18,12세이상관람가,1,1,2,2,1,1,1
국외영화,미국,더웨이백,12세이상관람가,1,2,1,1,2,2,1
국외영화,일본,하녀방의특별서비스,청소년관람불가,4,4,4,3,3,4,4
국외영화,프랑스,워오브더버튼:작은영웅들,12세이상관람가,1,1,2,1,2,2,2
국외영화,기타,맹룡과강,15세이상관람가,3,3,3,2,2,2,3
국외영화,영국,러브액츄얼리,15세이상관람가,3,3,1,1,2,3,3
국외영화,일본,유부녀감금일기,청소년관람불가,4,4,4,3,2,4,4
국외영화,일본,유미코의간호정사,청소년관람불가,4,4,2,1,2,4,4
국외영화,일본,조금야한옆집유부녀,청소년관람불가,4,4,4,4,1,4,4
국외영화,미국,스마일리,청소년관람불가,4,3,4,4,4,4,4
국외영화,일본,마지막떡국열차,청소년관람불가,4,4,4,4,2,4,4
국외영화,영국,클린스킨,청소년관람불가,3,4,4,4,3,3,4
국외영화,기타,마테호른,15세이상관람가,3,3,2,2,3,2,3
국외영화,기타,봉배도저,15세이상관람가,3,2,3,3,2,3,3
국외영화,미국,호빗:스마우그의폐허(3D),12세이상관람가,2,1,2,2,1,1,1
국외영화,미국,겨울왕국,전체관람가,1,1,1,1,1,1,1
국외영화,미국,겨울왕국3D,전체관람가,1,1,1,1,1,1,1
국외영화,기타,일로일로,12세이상관람가,2,1,2,1,2,2,2
국외영화,일본,정사의시작,청소년관람불가,4,4,4,1,2,4,4
국외영화,영국,라스트 패신저,15세이상관람가,3,2,3,3,2,2,2
국외영화,기타,포비든리얼리티,청소년관람불가,3,4,4,4,2,1,3
국외영화,미국,파커,청소년관람불가,4,4,4,4,3,4,4
국외영화,미국,오피서다운,청소년관람불가,3,4,4,3,4,3,4
국외영화,미국,웨딩플라이트,15세이상관람가,3,3,2,1,2,3,2
국외영화,기타,타잔3D,전체관람가,1,1,1,1,1,1,1
국외영화,일본,치한전철속불륜,청소년관람불가,4,4,4,4,2,4,4
국외영화,일본,가부와메이이야기,전체관람가,1,1,1,1,1,1,1
국외영화,일본,여직원의도발과불륜,청소년관람불가,3,4,1,1,2,4,4
국외영화,일본,꼬마마녀요요와네네,전체관람가,1,1,1,1,1,1,1
국외영화,기타,저스틴2D,전체관람가,1,1,1,1,1,1,1
국외영화,기타,아무도머물지않았다,15세이상관람가,3,2,3,1,3,3,3
국외영화,기타,셜리에관한모든것,15세이상관람가,2,3,1,1,2,2,1
국외영화,기타,코뿔소의계절,청소년관람불가,3,4,4,4,3,3,4
국외영화,영국,그래버스,15세이상관람가,2,2,3,3,3,2,3
국외영화,기타,오텔로,전체관람가,1,1,1,1,1,1,1
국외영화,기타,투머더즈,청소년관람불가,4,4,1,1,2,4,4
국외영화,미국,호빗:스마우그의폐허,12세이상관람가,2,1,2,2,1,1,1
국외영화,일본,금지된알바,청소년관람불가,4,4,3,3,2,4,4
국외영화,영국,러브액츄얼리크리스마스에디션,청소년관람불가,3,4,1,1,2,3,3
국외영화,기타,격전,15세이상관람가,2,1,3,3,3,2,3
국외영화,기타,블라인드디텍티브,15세이상관람가,3,2,3,3,3,3,3
국외영화,기타,온리갓포기브스,청소년관람불가,4,4,4,4,4,4,4
국외영화,일본,맛있는섹스의기술,청소년관람불가,4,4,3,1,2,4,4
국외영화,프랑스,"서른아홉,열아홉",청소년관람불가,4,4,1,1,4,4,4
국외영화,영국,다이노소어어드벤처3D(3D버전),전체관람가,1,1,1,1,1,1,1
국외영화,영국,세이빙산타3D,전체관람가,1,1,1,1,1,1,1
국외영화,영국,다이노소어어드벤처3D(2D버전),전체관람가,1,1,1,1,1,1,1
국외영화,기타,저스틴3D,전체관람가,1,1,1,1,1,1,1
국외영화,일본,공각기동대어라이즈보더:2 고스트위스퍼스,12세이상관람가,2,2,2,1,1,2,1
국외영화,일본,캡틴하록,12세이상관람가,1,2,1,1,1,1,1
국외영화,프랑스,어네스트와_셀레스틴,전체관람가,1,1,1,1,1,1,1
국외영화,기타,로렌스_애니웨이,15세이상관람가,3,3,3,1,3,3,3
국외영화,미국,상하이콜링,12세이상관람가,2,2,1,1,2,2,1
국외영화,프랑스,"가장따뜻한색,블루",청소년관람불가,4,4,2,1,4,4,4
국외영화,기타,타잔,전체관람가,1,1,1,1,1,1,1
